survey.Page15.B5.choices.7,Higher Secondary incomplete,हायर सेकेंडरी अधूरी
survey.Page15.B5.choices.8,Higher Secondary (class 12) completed,हायर सेकेंडरी (कक्षा 12) पूरी
survey.Page15.B5.choices.9,Diploma/Vocational/ITI,डिप्लोमा/ वोकेशनल/ आईटीआई
survey.Page15.B5.choices.10,Graduate,ग्रेजुएट
survey.Page15.B5.choices.11,Postgraduate or above,पोस्ट ग्रेजुएट या इससे ऊपर
survey.Page15.B5.choices.98,Donâ€™t know,पता नहीं
survey.Page15.B5.choices.99,Prefer not to say,बताना नहीं चाहते
survey.Page16.B6.title,B6. Which of the following documents do you possess?  ,B6. आपके पास निम्नलिखित में से कौन-कौन से डॉक्यूमेंट हैं?
survey.Page16.B6.B6_1.title,Aadhar card,आधार कार्ड
survey.Page16.B6.B6_1.choices.1,"Yes, I have","हाँ, मेरे पास है"
survey.Page16.B6.B6_1.choices.2,"No, I applied but did not receive","नहीं, मैंने अप्लाई किया है लेकिन मिला नहीं"
survey.Page16.B6.B6_1.choices.3,"No, I did not apply for this","नहीं, मैंने इसके लिए अप्लाई नहीं किया"
survey.Page16.B6.B6_2.title,Voter Id card,वोटर आईडी कार्ड
survey.Page16.B6.B6_2.choices.1,"Yes, I have","हाँ, मेरे पास है"
survey.Page16.B6.B6_2.choices.2,"No, I applied but did not receive","नहीं, मैंने अप्लाई किया है लेकिन मिला नहीं"
survey.Page16.B6.B6_2.choices.3,"No, I did not apply for this","नहीं, मैंने इसके लिए अप्लाई नहीं किया"
survey.Page16.B6.B6_3.title,Pan card,पैन कार्ड
survey.Page16.B6.B6_3.choices.1,"Yes, I have","हाँ, मेरे पास है"
survey.Page16.B6.B6_3.choices.2,"No, I applied but did not receive","नहीं, मैंने अप्लाई किया है लेकिन मिला नहीं"
survey.Page16.B6.B6_3.choices.3,"No, I did not apply for this","नहीं, मैंने इसके लिए अप्लाई नहीं किया"
survey.Page16.B6.B6_4.title,Driving License,ड्राइविंग लाइसेंस
survey.Page16.B6.B6_4.choices.1,"Yes, I have","हाँ, मेरे पास है"
survey.Page16.B6.B6_4.choices.2,"No, I applied but did not receive","नहीं, मैंने अप्लाई किया है लेकिन मिला नहीं"
survey.Page16.B6.B6_4.choices.3,"No, I did not apply for this","नहीं, मैंने इसके लिए अप्लाई नहीं किया"
survey.Page16.B6.B6_5.title,Passport,पासपोर्ट
survey.Page16.B6.B6_5.choices.1,"Yes, I have","हाँ, मेरे पास है"
survey.Page16.B6.B6_5.choices.2,"No, I applied but did not receive","नहीं, मैंने अप्लाई किया है लेकिन मिला नहीं"
survey.Page16.B6.B6_5.choices.3,"No, I did not apply for this","नहीं, मैंने इसके लिए अप्लाई नहीं किया"
survey.Page16.B6.B6_others.title,Any Other (specify),कोई अन्य (बताएं)
survey.Page17.B7.title,B7. Can you please tell me the reason for not receiving the document that you applied for?,B7. क्या आप मुझे बता सकते हैं कि आपने जिस डॉक्यूमेंट के लिए अप्लाई किया था  वह आपको क्यों नहीं मिला?
survey.Page17.B7.B7_1.title,Aadhar card,आधार कार्ड
survey.Page17.B7.B7_2.title,Voter Id card,वोटर आईडी कार्ड
survey.Page17.B7.B7_3.title,Pan card,पैन कार्ड
survey.Page17.B7.B7_4.title,Driving License,ड्राइविंग लाइसेंस
survey.Page17.B7.B7_5.title,Passport,पासपोर्ट
survey.Page17.B7.B7_6.title,{B6_others},{B6_अन्य}
survey.page17.Int3.html,"<b>C. Economic Status</b><br>
I will ask you some questions related to your employment or business engagements.<br><br>

<b>C1. Engagement in Economic Activities (Employment/Entrepreneurship)</b>
","<b>C. आर्थिक स्थिति</b><br>
मैं आपसे आपके रोजगार या व्यवसाय से जुड़े कुछ प्रश्न पूछूँगा/ पूछूँगी।<br><br>

<b>C1. आर्थिक गतिविधियों में भागीदारी (रोजगार/ व्यवसाय)</b>
"
survey.Page19.C1.title,C1. Which of this best describes your current work situation? Please mention your main working status.,C1. इसमें से कौन आपके वर्तमान काम की स्थिति का सबसे अच्छा वर्णन करता है? कृपया अपने मुख्य कामकाज की स्थिति के बारे में बताएं।
survey.Page19.C1.description,Read options,विकल्प पढ़ें
survey.Page19.C1.noneText,Refused,मना कर दिया
survey.Page19.C1.otherText,Other Specify,अन्य बताएं
survey.Page19.C1.choices.1,Paid employment (Work for Someone else) ,वेतनभोगी रोज़गार (किसी और के लिए काम)
survey.Page19.C1.choices.2,Self-employed (Work for Yourself),स्व-रोज़गार (अपने लिए काम)
survey.Page19.C1.choices.3,"Own a business, alone or with someone else",अकेले या किसी और के साथ व्यवसाय का मालिक
survey.Page19.C1.choices.4,Apprentice,प्रशिक्षु
survey.Page19.C1.choices.5,Looking after the home,घर की देखभाल
survey.Page19.C1.choices.6,Looking for work (unemployed),काम की तलाश (बेरोज़गार)
survey.Page19.C1.choices.7,Retired,रिटायर्ड
survey.Page19.C1.choices.8,Unable to work due to sickness or ill-health,बीमारी या अस्वस्थ होने के कारण काम करने में असमर्थ
survey.Page19.C1.choices.9,Not working and not looking for work,काम नहीं कर रहे और काम की तलाश नहीं कर रहे है
survey.Page19.C1.choices.10,Student,छात्र
survey.Page19.C1.choices.11,Other Specify,अन्य बताएं
survey.Page19.C1.choices.99,Refused,मना कर दिया
survey.Page20.C3.title,"C3. Are you currently engaged in a full time, part-time or ad-hoc job/employment?","C3. क्या आप इस समय फुल टाइम, पार्ट टाइम या ऐडहॉक( अस्थायी) नौकरी/ रोजगार कर रहे हैं?"
survey.Page20.C3.otherText,Part time (Specify # of hours per week),पार्ट टाइम (प्रति हफ्ते घंटे की # बताएं)
survey.Page20.C3.choices.1,Full time,फुल टाइम
survey.Page20.C3.choices.2,Part time,पार्ट टाइम
survey.Page20.C3.choices.3,Ad-hoc-As and when required,ऐडहॉक/ अस्थायी जब भी आवश्यकता हो
survey.Page20.C3_2.title, Please Specify the number of hours per week,कृपया प्रति हफ्ते घंटे की संख्या बताएं
survey.Page21.C4.title,C4. Which of the following best describes the organization or sector where you work?,"C4. निम्नलिखित में से कौन-सा विकल्प उस संस्था या सेक्टर/ क्षेत्र का सबसे अच्छा वर्णन करता है, जहाँ आप काम करते हैं?"
survey.Page21.C4.description,Read options,विकल्प पढ़ें
survey.Page21.C4.noneText,Ad-hoc-As and when required,ऐडहॉक/ अस्थायी जब भी आवश्यकता हो
survey.Page21.C4.otherText,Any other Specify,कोई अन्य बताएं
survey.Page21.C4.choices.1,Public Sector (Government),सार्वजनिक क्षेत्र (सरकारी)
survey.Page21.C4.choices.2,Private Sector (Large Corporates),निजी क्षेत्र (बड़ी कंपनियाँ)
survey.Page21.C4.choices.3,Private Sector (Small/Medium Enterprises),निजी क्षेत्र (लघु/मध्यम उद्यम)
survey.Page21.C4.choices.4,Non-government organisation,गैर-सरकारी संगठन
survey.Page21.C4.choices.5,Cooperative Societies,सहकारी समितियाँ
survey.Page21.C4.choices.6,Small shops,छोटी दुकानें
survey.Page21.C4.choices.7,"Employerâ€™s household (private households employing maid servant, watchman, cook, etc.)","नियोक्ता का घर (नौकरानी, ​​चौकीदार, रसोइया आदि रखने वाले निजी घर)"
survey.Page21.C4.choices.8,Any other Specify,कोई अन्य बताएं
survey.Page22.C5.title,C5. How would you describe your job?,C5. आप अपने जॉब/ नौकरी का वर्णन कैसे करेंगे?
survey.Page22.C5.choices.1,Unskilled Work,अकुशल कार्य
survey.Page22.C5.choices.2,"Skilled worker/ Professional (doctor, lawyer, architects, artist, etc.) (Specify)","कुशल कर्मचारी/ प्रोफेशनल (डॉक्टर, वकील, वास्तुकार (आर्किटेक्ट), कलाकार (आर्टिस्ट), आदि) (बताएं)"
survey.Page22.C5.choices.3,Others (Specify),अन्य (बताएं)
survey.Page23.C6.title,C6. What is your monthly income?,C6. आपकी मासिक आय कितनी है?
survey.Page23.C6.choices.1,"Less than Rs. 10,000/-","Rs. 10,000/- से कम"
survey.Page23.C6.choices.2,"Rs. 10,000/- to Rs. 25,000/-","Rs. 10,000/- से Rs. 25,000/-"
survey.Page23.C6.choices.3,"Rs. 25,000/- to Rs. 50,000/-","Rs. 25,000/- से Rs. 50,000/-"
survey.Page23.C6.choices.4,"Rs. 50,000/- to Rs. 1,00,000/-","Rs. 50,000/- से Rs. 1,00,000/-"
survey.Page23.C6.choices.5,"Rs. 1,00,000/- to Rs.3,00,000/-","Rs. 1,00,000/- से Rs.3,00,000/-"
survey.Page23.C6.choices.6,"More than Rs. 3,00,000/-","Rs. 3,00,000/- से अधिक"
survey.Page23.C6.choices.99,Prefer not to say,बताना नहीं चाहते
survey.Page24.C7.title,C7. Do you receive any financial assistance or benefits from any other sources?,C7. क्या आपको किसी अन्य स्रोत से कोई आर्थिक सहायता या लाभ मिलता है?
survey.Page24.C7.description,Read options,विकल्प पढ़ें
survey.Page24.C7.choices.1,Government cash subsidies or other cash payments from the government (including scholarships),सरकारी नकद सहायता या सरकार से अन्य नकद भुगतान (जिसमें छात्रवृत्ति भी शामिल है)
survey.Page24.C7.choices.2,"Remittances/money sent from others, either in the countries or abroad",देश के भीतर या विदेश से दूसरों द्वारा भेजी गई धनराशि
survey.Page24.C7.choices.3,Pension,पेंशन
survey.Page24.C7.choices.4,Rental from property ,प्रॉपर्टी से किराया
survey.Page24.C7.choices.5,Any other (Specify),कोई अन्य (बताएं)
survey.Page24.C7.choices.6,None of the above,इनमें से कोई नहीं
survey.Page24.C7.choices.98,Donâ€™t know,पता नहीं
survey.Page24.C7.choices.99,Refused,मना कर दिया
survey.Page25.title,C2. Financial Goals,C2. फाइनेंसियल गोल (वित्तीय लक्ष्य)
survey.Page25.C8.title,C8. What are your financial goals for the next five years?,C8. अगले पांच सालों के लिए आपके वित्तीय लक्ष्य क्या हैं?
survey.Page25.C8.choices.1,"Build financial stability (secure stable employment, regular income)",आर्थिक रूप से स्थिर बनना (स्थायी रोजगार और नियमित आय सुनिश्चित करना)
survey.Page25.C8.choices.2,"Save for future security (emergency fund, long-term savings)","भविष्य की सुरक्षा के लिए बचत करना (इमरजेंसी फण्ड, लॉन्ग-टर्म सेविंग)"
survey.Page25.C8.choices.3,Invest in education or skills development (for self or family),शिक्षा या कौशल विकास में निवेश करना (अपने या परिवार के लिए)
survey.Page25.C8.choices.4,"Comprehensive Healthcare - Secure Healthcare needs, current and future",संपूर्ण स्वास्थ्य सुरक्षा – वर्तमान और भविष्य की स्वास्थ्य आवश्यकताओं के लिए
survey.Page25.C8.choices.5,Start or expand a personal business,अपना व्यवसाय शुरू करना या बढ़ाना
survey.Page25.C8.choices.6,"Purchase a home or another major asset (e.g., land, vehicle)","घर या कोई बड़ी संपत्ति (जैसे ज़मीन, गाड़ी आदि) खरीदना"
survey.Page25.C8.choices.7,Repay debts / loans,कर्ज़/ लोन चुकाना
survey.Page25.C8.choices.8,Plan for retirement / long-term financial independence,रिटायरमेंट या दीर्घकालिक आर्थिक स्वतंत्रता की योजना बनाना
survey.Page25.C8.choices.9,Other Specify,अन्य बताएं
survey.Page25.C8.choices.99,Donâ€™t know,पता नहीं
survey.Page26.C9.title,"C9. On a scale of 1 to 5, where 1 is not at all confident and 5 is very confident, how would you rate your confidence to achieve your financial goal? ","C9. 1 से 5 के स्केल पर, जहाँ 1 का मतलब है बिल्कुल भी आश्वस्त नहीं और 5 का मतलब है बहुत आश्वस्त , आप अपने वित्तीय लक्ष्य को प्राप्त करने के लिए अपने आत्मविश्वास को कैसे रेट करेंगे?"
survey.Page26.C9.choices.1,Not at all confident,बिल्कुल भी आश्वस्त नहीं
survey.Page26.C9.choices.2,Not so confident,ज्यादा आश्वस्त नहीं
survey.Page26.C9.choices.3,Moderately confident,काफी आश्वस्त
survey.Page26.C9.choices.4,Confident,आश्वस्त
survey.Page26.C9.choices.5,Very Confident,बहुत आश्वस्त
survey.Page27.C10.title,C10. Which one of the following best describes how well you are managing financially these days?,C10. निम्नलिखित में से कौन सा एक विकल्प सबसे अच्छा वर्णन करता है कि आप इन दिनों अपनी आर्थिक स्थिति को कितनी अच्छी तरह संभाल रहे हैं?
survey.Page27.C10.description,Read options,विकल्प पढ़ें
survey.Page27.C10.choices.1,Finding it difficult to get by,गुज़ारा करने में कठिनाई हो रही है
survey.Page27.C10.choices.2,Just getting by,किसी तरह गुजारा हो रहा है
survey.Page27.C10.choices.3,Doing okay,ठीक-ठाक चल रहा है
survey.Page27.C10.choices.4,Living comfortably,आराम से जीवन बिता रहे है
survey.Page27.C10.choices.98,Donâ€™t know,पता नहीं
survey.Page27.C10.choices.99,Refused,मना कर दिया
survey.Page28.title,C3. Household Assets:,C3. घरेलू संपत्तियां:
survey.Page28.C11.title,C11. What is your current living arrangement?,C11. आपकी वर्तमान रहने की व्यवस्था क्या है?
survey.Page28.C11.choices.1,Own a house/apartment,खुद का घर/ अपार्टमेंट है
survey.Page28.C11.choices.2,Rent a house/apartment,किराए के घर/ अपार्टमेंट में रहते है
survey.Page28.C11.choices.3,Living with family (not owner of the house),परिवार के साथ रहते हैं (घर के मालिक नहीं)
survey.Page28.C11.choices.4,Shared accommodation),किसी के साथ में रहते हैं
survey.Page28.C11.choices.5,Hostels/Dormitories,हॉस्टल/ डॉरमिटरी में रहते हैं
survey.Page28.C11.choices.6,Other (specify),अन्य (बताएं)
survey.Page29.C12.title,"C12. Do you currently stay with family, friends or community members?","C12. क्या आप इस समय परिवार, दोस्तों या समुदाय के सदस्यों के साथ रहते हैं?"
survey.Page29.C12.choices.1,Alone,अकेले
survey.Page29.C12.choices.2,Family,परिवार के साथ
survey.Page29.C12.choices.3,Friends,दोस्तों के साथ
survey.Page29.C12.choices.4,Community Members,समुदाय के सदस्यों के साथ
survey.Page29.C12.choices.5,Other (specify),अन्य (बताएं)
survey.Page30.C13.title,C13. Do you have access to any of the following?,C13. क्या आपके पास इनमें से किसी भी चीज की सुविधा है?
survey.Page30.C13.choices.1,Basic Phone,बेसिक फोन
survey.Page30.C13.choices.2,Smartphone,स्मार्टफोन
survey.Page30.C13.choices.3,Laptop,लैपटॉप
survey.Page30.C13.choices.4,Desktop,डेस्कटॉप
survey.Page30.C13.choices.5,Tablet,टैबलेट
survey.Page30.C13.choices.99,None,कोई नहीं
survey.Page31.C14.title,"C14. Do you have access to the internet, including through your mobile phone, your householdâ€™s broadband connection, hot-spots. or wi-fi, at home, at  educational institutions or at work?","C14. क्या आपके पास मोबाइल फोन, आपके घर के ब्रॉडबैंड कनेक्शन, हॉटस्पॉट या घर पर, शैक्षणिक संस्थान में या कार्यस्थल पर वाई-फाई के माध्यम से इंटरनेट की सुविधा है?"
survey.Page31.C14.choices.1,Yes,हाँ
survey.Page31.C14.choices.2,No,नहीं
survey.Page32.C15.title,C15. Do you own any land property?,C15. क्या आपके पास कोई भूमि है?
survey.Page32.C15.choices.1,"Yes, Non-agricultural Land","हाँ, गैर कृषि भूमि"
survey.Page32.C15.choices.2,"Yes, Agricultural Land","हाँ, कृषि भूमि"
survey.Page32.C15.choices.3,No,नहीं
survey.Page33.Int4.html,"<b>D. Financial Services Products and Services: Awareness, Access, Use and Barriers<br></b><br>
Now, I will ask you questions related to access to different financial products and services and interaction with financial institutions. 
<br><br>
<b>D1. Awareness and Use of Financial Products and Services</b>","<b>D. वित्तीय सेवाएँ/ सर्विसेज प्रोडक्ट्स और सर्विसेज: जानकारी, पहुँच, उपयोग और बाधाएं<br></b><br>
अब मैं आपसे विभिन्न वित्तीय प्रोडक्ट्स और सर्विसेज तक पहुँच और वित्तीय संस्थानों के साथ आपके अनुभव से संबंधित कुछ प्रश्न पूछूँगा/ पूछूँगी। 
<br><br>
<b>D1. वित्तीय प्रोडक्ट्स और सर्विसेज की जानकारी और उपयोग</b>"
survey.Page34.D1.title,"D1. I am going to read out a list of financial products. For each one, please tell me if you are aware of it.","D1. मैं वित्तीय प्रोडक्टों की एक सूची पढ़ने जा रहा हूँ। प्रत्येक के लिए, कृपया मुझे बताएँ कि क्या आप इसके बारे में जानते हैं।"
survey.Page34.D1.requiredErrorText,Requried Response,आवश्यक उत्तर
survey.Page34.D1.D1_1.title,Savings and Deposits,सेविंग्स और डिपॉजिट्स (बचत और जमा)
survey.Page34.D1.D1_1.choices.1,Savings Bank Account,सेविंग्स बैंक अकाउंट (बचत बैंक खाता)
